date,symbol,open,high,low,close,volume,sector
2024-06-10,AAPL,196.905,197.23,192.24,193.15,1746307,Technology
2024-06-10,AMZN,184.075,187.19,183.81,187.12,549100,Technology
2024-06-10,AVGO,1409.82,1447.705,1409.82,1441.42,72690,Technology
2024-06-10,GOOGL,174.99,177.01,172.79,175.09,353062,Technology
2024-06-10,META,493.925,502.65,493.925,502.605,210161,Technology
2024-06-10,MSFT,424.35,428.035,424.11,427.865,177123,Technology
2024-06-10,NVDA,120.34,123.06,117.02,121.93,2293876,Technology
2024-06-11,AAPL,193.66,207.15,193.65,207.15,2713867,Technology
2024-06-11,AMZN,187.025,187.745,184.55,187.28,460231,Technology
2024-06-11,AVGO,1435.0,1462.735,1418.935,1461.56,70261,Technology
2024-06-11,GOOGL,176.03,176.81,173.79,176.72,261764,Technology
2024-06-11,META,500.05,507.56,498.35,507.46,127222,Technology
2024-06-11,MSFT,425.475,432.72,425.39,432.65,304224,Technology
2024-06-11,NVDA,121.78,122.775,118.765,120.92,1498478,Technology
2024-06-12,AAPL,207.385,220.19,206.93,213.17,3330445,Technology
2024-06-12,AMZN,187.96,188.325,185.445,186.81,524784,Technology
2024-06-12,AVGO,1497.69,1504.0,1477.85,1494.72,106016,Technology
2024-06-12,GOOGL,178.16,180.36,176.13,177.87,442167,Technology
2024-06-12,META,513.52,513.52,504.54,508.6,205422,Technology
2024-06-12,MSFT,435.16,443.39,433.26,441.05,322060,Technology
2024-06-12,NVDA,123.02,126.84,122.6,125.28,1840054,Technology
2024-06-13,AAPL,214.72,216.64,211.615,214.22,1704323,Technology
2024-06-13,AMZN,186.105,187.63,182.72,183.68,472778,Technology
2024-06-13,AVGO,1711.14,1733.95,1653.59,1679.46,184586,Technology
2024-06-13,GOOGL,176.015,176.69,174.915,175.11,271594,Technology
2024-06-13,META,505.335,509.185,501.37,504.275,217585,Technology
2024-06-13,MSFT,440.805,443.26,439.41,441.52,204863,Technology
2024-06-13,NVDA,129.39,129.8,127.17,129.37,1724570,Technology
2024-06-14,AAPL,213.765,215.08,211.34,212.57,1048695,Technology
2024-06-14,AMZN,183.095,183.7,182.23,183.69,294993,Technology
2024-06-14,AVGO,1689.0,1745.355,1683.14,1735.4,133723,Technology
2024-06-14,GOOGL,174.52,176.995,174.35,176.82,137571,Technology
2024-06-14,META,501.9,507.11,500.87,504.38,120807,Technology
2024-06-14,MSFT,438.275,442.96,436.87,442.605,173164,Technology
2024-06-14,NVDA,129.9,132.825,128.32,131.97,1322940,Technology
2024-06-17,AAPL,213.275,218.93,212.81,216.67,1856996,Technology
2024-06-17,AMZN,182.375,185.0,181.23,184.12,696125,Technology
2024-06-17,AVGO,1799.045,1842.68,1781.09,1829.89,212227,Technology
2024-06-17,GOOGL,175.37,178.325,174.915,177.3,194566,Technology
2024-06-17,META,501.655,510.65,496.11,506.675,161143,Technology
2024-06-17,MSFT,442.585,450.895,440.74,448.48,420270,Technology
2024-06-17,NVDA,132.87,133.71,129.61,131.1,2322133,Technology
2024-06-18,AAPL,217.63,218.61,213.0,214.38,1240896,Technology
2024-06-18,AMZN,183.62,184.28,181.43,182.88,476585,Technology
2024-06-18,AVGO,1837.94,1850.8,1785.01,1802.01,223222,Technology
2024-06-18,GOOGL,177.185,177.37,174.11,175.11,283061,Technology
2024-06-18,META,504.0,505.335,495.15,499.7,177805,Technology
2024-06-18,MSFT,449.705,449.885,445.025,446.5,253068,Technology
2024-06-18,NVDA,131.16,136.31,130.77,135.63,2294554,Technology
2024-06-20,AAPL,213.995,214.22,208.87,209.55,887236,Technology
2024-06-20,AMZN,182.93,186.495,182.76,186.06,533760,Technology
2024-06-20,AVGO,1803.82,1804.05,1723.03,1733.34,186850,Technology
2024-06-20,GOOGL,175.4,177.26,174.995,176.33,341729,Technology
2024-06-20,META,502.0,503.34,496.92,501.88,230219,Technology
2024-06-20,MSFT,446.505,446.51,441.32,445.62,313672,Technology
2024-06-20,NVDA,139.75,140.715,129.57,130.78,5074898,Technology
2024-06-21,AAPL,210.39,211.85,207.215,207.215,1486160,Technology
2024-06-21,AMZN,187.74,189.255,185.89,189.01,585066,Technology
2024-06-21,AVGO,1696.64,1712.94,1658.18,1658.18,224710,Technology
2024-06-21,GOOGL,176.87,180.83,176.75,179.57,383949,Technology
2024-06-21,META,502.75,502.75,492.565,494.68,273285,Technology
2024-06-21,MSFT,446.79,450.55,446.51,449.78,458686,Technology
2024-06-21,NVDA,127.01,130.62,124.315,126.855,5063212,Technology
2024-06-24,AAPL,207.7,212.65,206.65,208.29,693762,Technology
2024-06-24,AMZN,189.47,190.97,185.37,185.8,769479,Technology
2024-06-24,AVGO,1644.69,1657.905,1591.235,1591.74,271164,Technology
2024-06-24,GOOGL,180.17,180.7,178.69,179.21,270077,Technology
2024-06-24,META,499.27,507.58,494.495,498.895,209522,Technology
2024-06-24,MSFT,449.935,452.71,446.5,447.705,343384,Technology
2024-06-24,NVDA,123.125,124.46,118.05,118.08,3236896,Technology
2024-06-25,AAPL,209.125,211.335,208.635,209.17,468769,Technology
2024-06-25,AMZN,186.82,188.78,185.44,186.37,451226,Technology
2024-06-25,AVGO,1599.0,1605.79,1566.015,1580.9,200276,Technology
2024-06-25,GOOGL,179.78,184.27,179.78,184.0,425391,Technology
2024-06-25,META,497.01,510.61,495.75,510.4,215244,Technology
2024-06-25,MSFT,448.135,451.32,446.93,451.115,207532,Technology
2024-06-25,NVDA,121.2,126.495,119.4,126.1,2946792,Technology
2024-06-26,AAPL,211.48,214.825,210.69,213.17,895570,Technology
2024-06-26,AMZN,186.71,194.745,186.3,193.59,1121587,Technology
2024-06-26,AVGO,1596.44,1617.48,1573.93,1592.75,254297,Technology
2024-06-26,GOOGL,182.555,184.5,182.525,183.855,315799,Technology
2024-06-26,META,506.125,513.57,505.61,513.17,202400,Technology
2024-06-26,MSFT,448.91,453.52,448.32,452.26,263971,Technology
2024-06-26,NVDA,126.18,128.12,122.61,126.39,1732149,Technology
2024-06-27,AAPL,214.74,215.7,212.395,214.11,760763,Technology
2024-06-27,AMZN,194.97,199.84,194.33,197.85,1490925,Technology
2024-06-27,AVGO,1589.64,1605.29,1572.405,1586.61,129965,Technology
2024-06-27,GOOGL,184.28,186.03,184.15,185.32,271795,Technology
2024-06-27,META,514.6,522.74,514.435,519.335,126376,Technology
2024-06-27,MSFT,452.075,456.12,451.885,452.56,353701,Technology
2024-06-27,NVDA,124.09,126.4,122.945,123.99,1449437,Technology
2024-06-28,AAPL,215.83,216.045,210.31,210.61,1405664,Technology
2024-06-28,AMZN,197.6,198.815,192.5,193.27,937374,Technology
2024-06-28,AVGO,1590.79,1639.11,1587.01,1600.82,248617,Technology
2024-06-28,GOOGL,184.295,185.07,182.0,182.1,464353,Technology
2024-06-28,META,517.225,521.73,504.0,504.47,289063,Technology
2024-06-28,MSFT,453.075,455.245,446.48,446.82,377022,Technology
2024-06-28,NVDA,124.59,127.7,122.77,123.43,2026434,Technology
2024-07-01,AAPL,212.16,217.505,211.95,216.7,849200,Technology
2024-07-01,AMZN,193.505,198.255,193.04,197.16,673840,Technology
2024-07-01,AVGO,1612.255,1647.66,1594.42,1640.0,176631,Technology
2024-07-01,GOOGL,183.14,183.72,181.355,182.96,208511,Technology
2024-07-01,META,505.055,506.3,493.44,504.6,250569,Technology
2024-07-01,MSFT,448.67,457.29,445.74,456.48,323031,Technology
2024-07-01,NVDA,123.47,124.83,118.85,124.19,1695833,Technology
2024-07-02,AAPL,216.16,220.35,215.14,220.35,611120,Technology
2024-07-02,AMZN,197.21,200.41,195.97,200.03,631154,Technology
2024-07-02,AVGO,1639.435,1658.62,1623.33,1658.3,52097,Technology
2024-07-02,GOOGL,182.01,185.54,181.605,185.27,196349,Technology
2024-07-02,META,500.76,510.44,499.54,509.52,180089,Technology
2024-07-02,MSFT,453.125,459.47,453.125,459.45,261240,Technology
2024-07-02,NVDA,121.13,123.41,121.06,122.645,1371543,Technology
2024-07-03,AAPL,219.93,221.53,219.045,221.53,568282,Technology
2024-07-03,AMZN,199.885,200.0,196.775,197.58,454253,Technology
2024-07-03,AVGO,1672.0,1728.705,1667.31,1727.12,86932,Technology
2024-07-03,GOOGL,184.83,186.08,184.02,185.74,257060,Technology
2024-07-03,META,506.31,511.21,506.215,510.02,153030,Technology
2024-07-03,MSFT,458.27,460.98,458.005,460.425,181485,Technology
2024-07-03,NVDA,121.66,128.26,121.36,128.24,2150798,Technology
2024-07-05,AAPL,221.705,226.445,221.68,226.35,762352,Technology
2024-07-05,AMZN,198.625,200.53,198.355,199.97,496494,Technology
2024-07-05,AVGO,1761.465,1764.37,1696.725,1703.68,73367,Technology
2024-07-05,GOOGL,185.86,190.85,185.86,190.59,251357,Technology
2024-07-05,META,511.81,540.77,511.81,540.04,553351,Technology
2024-07-05,MSFT,459.61,468.35,458.98,467.55,234713,Technology
2024-07-05,NVDA,127.5,128.85,125.705,125.85,1341996,Technology
2024-07-08,AAPL,227.125,227.84,223.27,227.81,624992,Technology
2024-07-08,AMZN,200.05,201.16,197.975,199.18,431642,Technology
2024-07-08,AVGO,1709.01,1756.3,1707.44,1744.82,88457,Technology
2024-07-08,GOOGL,189.89,190.16,187.82,189.0,317837,Technology
2024-07-08,META,542.515,542.655,526.72,529.27,231806,Technology
2024-07-08,MSFT,466.56,467.64,464.525,466.0,237534,Technology
2024-07-08,NVDA,127.51,130.77,127.09,128.2,1616686,Technology
2024-07-09,AAPL,228.23,229.38,226.38,228.69,514553,Technology
2024-07-09,AMZN,199.63,200.565,199.045,199.34,379359,Technology
2024-07-09,AVGO,1756.32,1769.2,1706.91,1732.98,122062,Technology
2024-07-09,GOOGL,190.4,191.16,188.76,189.01,215108,Technology
2024-07-09,META,533.78,537.3,528.24,530.01,150039,Technology
2024-07-09,MSFT,466.99,466.99,458.01,459.54,342675,Technology
2024-07-09,NVDA,130.405,133.82,128.69,131.4,1589335,Technology
2024-07-10,AAPL,229.38,233.06,229.31,232.93,1112322,Technology
2024-07-10,AMZN,199.995,200.075,197.73,199.76,405444,Technology
2024-07-10,AVGO,1746.765,1766.225,1728.73,1743.78,61905,Technology
2024-07-10,GOOGL,189.19,191.71,189.13,191.28,202178,Technology
2024-07-10,META,530.855,538.8,528.84,534.57,177894,Technology
2024-07-10,MSFT,461.205,466.45,458.855,465.99,425127,Technology
2024-07-10,NVDA,134.03,135.09,132.49,134.83,1339920,Technology
2024-07-11,AAPL,231.425,232.3,225.78,227.66,812486,Technology
2024-07-11,AMZN,200.12,200.24,192.91,195.02,532717,Technology
2024-07-11,AVGO,1764.42,1764.42,1669.885,1706.08,90632,Technology
2024-07-11,GOOGL,189.865,190.735,185.105,185.59,656562,Technology
2024-07-11,META,530.88,535.13,508.6,512.66,383807,Technology
2024-07-11,MSFT,462.85,464.72,451.645,454.855,364884,Technology
2024-07-11,NVDA,135.835,136.06,127.065,127.44,2348569,Technology
2024-07-12,AAPL,229.03,232.61,228.685,230.27,753812,Technology
2024-07-12,AMZN,194.51,196.425,193.88,194.5,472834,Technology
2024-07-12,AVGO,1706.875,1725.33,1692.16,1698.62,73998,Technology
2024-07-12,GOOGL,185.065,187.07,184.49,184.89,506353,Technology
2024-07-12,META,497.91,507.95,494.28,498.8,418306,Technology
2024-07-12,MSFT,454.325,456.29,450.65,452.91,341611,Technology
2024-07-12,NVDA,128.25,131.9,127.22,129.5,1500415,Technology
2024-07-15,AAPL,236.63,237.16,233.115,234.43,582872,Technology
2024-07-15,AMZN,194.5,196.18,190.845,192.79,563081,Technology
2024-07-15,AVGO,170.185,173.46,169.335,171.475,503003,Technology
2024-07-15,GOOGL,185.075,188.23,185.065,186.57,204537,Technology
2024-07-15,META,498.86,506.63,493.47,496.225,181303,Technology
2024-07-15,MSFT,452.98,457.26,451.55,453.875,231061,Technology
2024-07-15,NVDA,130.85,131.355,127.2,128.42,1101682,Technology
2024-07-16,AAPL,235.205,236.25,232.38,234.83,488572,Technology
2024-07-16,AMZN,195.545,196.58,192.26,192.88,419751,Technology
2024-07-16,AVGO,172.215,172.755,166.445,169.385,690757,Technology
2024-07-16,GOOGL,187.31,188.675,183.385,183.79,187350,Technology
2024-07-16,META,501.08,503.78,485.98,489.68,206047,Technology
2024-07-16,MSFT,453.85,454.07,446.685,449.235,321869,Technology
2024-07-16,NVDA,128.41,129.01,124.585,126.35,1435422,Technology
2024-07-17,AAPL,229.46,231.35,226.685,228.96,845050,Technology
2024-07-17,AMZN,191.425,191.575,185.99,188.055,902683,Technology
2024-07-17,AVGO,162.4,162.45,155.725,155.97,1441348,Technology
2024-07-17,GOOGL,182.85,183.495,179.94,181.08,356980,Technology
2024-07-17,META,478.185,478.185,459.15,462.05,819071,Technology
2024-07-17,MSFT,442.44,444.79,439.2,443.53,377948,Technology
2024-07-17,NVDA,121.35,121.85,116.73,117.97,2836649,Technology
2024-07-18,AAPL,230.29,230.29,222.45,224.21,694929,Technology
2024-07-18,AMZN,189.55,189.645,181.46,183.68,831741,Technology
2024-07-18,AVGO,158.96,161.51,153.975,160.54,1324602,Technology
2024-07-18,GOOGL,182.135,182.465,176.47,177.73,347807,Technology
2024-07-18,META,474.72,479.13,464.61,475.965,538566,Technology
2024-07-18,MSFT,444.43,444.485,434.46,440.42,354310,Technology
2024-07-18,NVDA,121.83,122.35,116.57,121.13,1585456,Technology
2024-07-19,AAPL,224.88,226.77,223.31,224.44,434480,Technology
2024-07-19,AMZN,181.14,184.83,180.12,183.21,455379,Technology
2024-07-19,AVGO,161.825,163.88,157.13,157.47,639884,Technology
2024-07-19,GOOGL,178.93,180.245,177.205,177.8,233708,Technology
2024-07-19,META,476.145,486.67,475.89,476.955,369447,Technology
2024-07-19,MSFT,433.25,440.93,432.2,436.96,252994,Technology
2024-07-19,NVDA,120.35,121.54,117.39,118.01,1015301,Technology
2024-07-22,AAPL,227.335,227.77,223.18,224.16,472525,Technology
2024-07-22,AMZN,184.98,184.98,182.51,182.685,581451,Technology
2024-07-22,AVGO,160.235,162.93,157.9,160.93,605014,Technology
2024-07-22,GOOGL,180.73,182.69,180.295,181.76,449844,Technology
2024-07-22,META,486.695,491.98,484.05,487.2,341631,Technology
2024-07-22,MSFT,441.94,444.52,439.02,442.8,175012,Technology
2024-07-22,NVDA,120.37,124.06,119.88,123.5,1521317,Technology
2024-07-23,AAPL,224.365,226.925,222.68,224.92,465219,Technology
2024-07-23,AMZN,184.145,189.37,183.59,186.22,587732,Technology
2024-07-23,AVGO,160.275,165.32,160.065,163.7,561113,Technology
2024-07-23,GOOGL,182.21,183.605,181.55,181.8,480642,Technology
2024-07-23,META,490.65,495.16,487.88,488.745,277785,Technology
2024-07-23,MSFT,444.17,448.235,443.365,444.8,109164,Technology
2024-07-23,NVDA,122.85,124.685,122.11,122.62,992371,Technology
2024-07-24,AAPL,224.115,224.765,217.165,218.585,1005989,Technology
2024-07-24,AMZN,183.24,185.39,180.48,180.77,865985,Technology
2024-07-24,AVGO,160.025,161.405,151.19,151.55,753302,Technology
2024-07-24,GOOGL,173.65,176.13,171.85,172.67,755317,Technology
2024-07-24,META,471.63,476.25,460.66,461.43,504067,Technology
2024-07-24,MSFT,440.225,441.46,427.7,428.97,405749,Technology
2024-07-24,NVDA,119.03,119.89,113.56,114.37,2148321,Technology
2024-07-25,AAPL,218.88,220.81,214.64,217.42,642703,Technology
2024-07-25,AMZN,182.89,183.875,176.82,179.89,831959,Technology
2024-07-25,AVGO,151.04,153.45,145.64,149.12,785777,Technology
2024-07-25,GOOGL,172.81,173.29,167.2,167.27,853057,Technology
2024-07-25,META,462.93,463.48,442.76,453.56,437019,Technology
2024-07-25,MSFT,428.92,429.785,417.52,418.53,613186,Technology
2024-07-25,NVDA,113.07,116.62,106.31,112.34,4118118,Technology
2024-07-26,AAPL,218.94,219.48,216.04,218.03,661067,Technology
2024-07-26,AMZN,180.44,183.15,180.385,182.6,370815,Technology
2024-07-26,AVGO,153.49,153.49,149.96,151.8,389967,Technology
2024-07-26,GOOGL,167.065,168.065,164.06,167.02,878701,Technology
2024-07-26,META,464.195,469.65,459.47,465.86,385805,Technology
2024-07-26,MSFT,418.19,428.915,417.34,425.53,373959,Technology
2024-07-26,NVDA,116.15,116.17,111.59,113.08,2039135,Technology
2024-07-29,AAPL,217.375,219.28,215.79,218.185,381966,Technology
2024-07-29,AMZN,183.655,184.64,182.435,183.21,230790,Technology
2024-07-29,AVGO,152.325,155.0,149.31,150.08,307781,Technology
2024-07-29,GOOGL,168.82,170.41,168.0,169.56,212868,Technology
2024-07-29,META,470.43,473.75,465.03,465.9,324197,Technology
2024-07-29,MSFT,431.99,431.99,424.77,426.71,174027,Technology
2024-07-29,NVDA,113.64,116.25,111.3,111.63,1716712,Technology
2024-07-30,AAPL,219.3,220.27,216.12,218.68,559407,Technology
2024-07-30,AMZN,184.75,185.765,179.385,181.735,354512,Technology
2024-07-30,AVGO,153.24,153.39,143.36,143.59,762468,Technology
2024-07-30,GOOGL,170.25,171.215,168.46,170.28,269377,Technology
2024-07-30,META,466.23,472.42,456.99,463.37,191428,Technology
2024-07-30,MSFT,427.475,428.87,417.45,422.68,355104,Technology
2024-07-30,NVDA,111.53,111.945,102.59,103.6,3760067,Technology
2024-07-31,AAPL,221.52,223.81,220.91,222.18,549326,Technology
2024-07-31,AMZN,185.115,187.92,184.485,187.03,524987,Technology
2024-07-31,AVGO,151.13,161.275,151.08,160.64,1339548,Technology
2024-07-31,GOOGL,173.22,174.185,170.04,171.46,453439,Technology
2024-07-31,META,471.14,476.44,467.12,474.36,569173,Technology
2024-07-31,MSFT,420.225,421.585,412.25,418.02,1337553,Technology
2024-07-31,NVDA,112.915,118.33,110.9,117.06,3360787,Technology
2024-08-01,AAPL,224.34,224.4,217.03,218.51,1321543,Technology
2024-08-01,AMZN,189.26,190.475,181.9,183.45,1196897,Technology
2024-08-01,AVGO,156.98,158.77,146.18,147.1,870945,Technology
2024-08-01,GOOGL,170.51,174.0,168.955,170.78,470587,Technology
2024-08-01,META,520.89,527.045,492.275,497.62,1028257,Technology
2024-08-01,MSFT,420.555,427.3,413.205,417.03,489924,Technology
2024-08-01,NVDA,117.53,120.14,106.82,109.37,6161952,Technology
2024-08-02,AAPL,219.06,225.57,217.77,219.81,2263645,Technology
2024-08-02,AMZN,166.725,168.73,160.57,167.745,3440319,Technology
2024-08-02,AVGO,141.715,145.11,139.685,143.96,666270,Technology
2024-08-02,GOOGL,166.49,168.48,164.72,166.66,570796,Technology
2024-08-02,META,489.07,500.98,476.24,488.06,744445,Technology
2024-08-02,MSFT,412.375,414.865,404.45,408.52,455440,Technology
2024-08-02,NVDA,103.85,108.7,101.41,107.34,3149437,Technology
2024-08-05,AAPL,199.16,213.45,196.0,209.23,2582819,Technology
2024-08-05,AMZN,154.2,162.94,151.62,161.06,1980844,Technology
2024-08-05,AVGO,129.69,145.39,128.67,142.23,1253329,Technology
2024-08-05,GOOGL,155.14,164.35,155.0,159.28,1117668,Technology
2024-08-05,META,451.4,483.38,450.95,475.97,620938,Technology
2024-08-05,MSFT,389.18,400.82,385.6,395.39,895565,Technology
2024-08-05,NVDA,92.09,103.39,90.735,100.64,6339472,Technology
2024-08-06,AAPL,205.38,209.98,201.1,207.14,1429961,Technology
2024-08-06,AMZN,161.74,165.015,158.63,161.915,950567,Technology
2024-08-06,AVGO,141.97,148.87,140.34,143.86,686628,Technology
2024-08-06,GOOGL,159.2,160.56,156.45,158.24,1276989,Technology
2024-08-06,META,479.685,502.45,478.91,494.05,401193,Technology
2024-08-06,MSFT,399.82,405.63,398.96,399.42,415695,Technology
2024-08-06,NVDA,103.845,107.65,100.57,104.0,3547880,Technology
2024-08-07,AAPL,206.9,213.625,206.45,209.81,724474,Technology
2024-08-07,AMZN,166.66,167.55,161.45,162.75,1007962,Technology
2024-08-07,AVGO,148.45,150.0,135.85,136.36,1032325,Technology
2024-08-07,GOOGL,161.25,162.95,158.51,158.98,528391,Technology
2024-08-07,META,503.85,510.05,487.29,489.14,433804,Technology
2024-08-07,MSFT,408.635,410.025,397.5,398.59,327772,Technology
2024-08-07,NVDA,107.84,108.72,98.7,98.85,3998714,Technology
2024-08-08,AAPL,213.09,214.2,208.91,213.35,838953,Technology
2024-08-08,AMZN,165.165,166.66,162.57,165.74,735973,Technology
2024-08-08,AVGO,141.45,146.225,138.48,145.75,523228,Technology
2024-08-08,GOOGL,160.64,163.68,160.245,162.12,601650,Technology
2024-08-08,META,496.66,509.95,495.49,509.12,404970,Technology
2024-08-08,MSFT,402.6,405.66,400.28,403.02,247884,Technology
2024-08-08,NVDA,102.0,105.5,97.53,104.97,3082788,Technology
2024-08-09,AAPL,212.06,216.74,211.99,216.16,911230,Technology
2024-08-09,AMZN,166.58,168.52,166.16,166.96,566208,Technology
2024-08-09,AVGO,144.39,149.515,144.2,148.305,417736,Technology
2024-08-09,GOOGL,159.965,163.78,159.06,163.62,715972,Technology
2024-08-09,META,507.48,518.275,506.36,517.68,255571,Technology
2024-08-09,MSFT,404.02,407.88,402.4,406.01,183020,Technology
2024-08-09,NVDA,105.61,106.58,103.5,104.72,1478851,Technology
2024-08-12,AAPL,216.07,219.5,215.63,217.6,564185,Technology
2024-08-12,AMZN,168.16,168.54,166.13,166.845,465432,Technology
2024-08-12,AVGO,148.12,150.84,146.58,148.72,312005,Technology
2024-08-12,GOOGL,164.47,164.885,161.85,162.28,237624,Technology
2024-08-12,META,516.85,518.0,509.21,516.08,195014,Technology
2024-08-12,MSFT,407.415,408.7,404.455,406.95,154876,Technology
2024-08-12,NVDA,106.33,111.04,106.28,109.06,2276801,Technology
2024-08-13,AAPL,219.185,221.87,219.185,221.21,589109,Technology
2024-08-13,AMZN,167.83,171.03,167.11,170.2,667298,Technology
2024-08-13,AVGO,151.53,156.36,149.955,156.16,482918,Technology
2024-08-13,GOOGL,163.41,164.68,163.0,164.14,246958,Technology
2024-08-13,META,519.66,531.38,519.66,528.5,335270,Technology
2024-08-13,MSFT,409.61,414.88,409.61,413.78,247042,Technology
2024-08-13,NVDA,112.43,116.22,111.58,116.12,1826356,Technology
2024-08-14,AAPL,220.51,223.0,219.7,221.63,620996,Technology
2024-08-14,AMZN,172.06,172.26,168.9,170.03,485481,Technology
2024-08-14,AVGO,158.02,160.22,154.76,157.58,453506,Technology
2024-08-14,GOOGL,162.4,163.185,157.715,160.32,1195942,Technology
2024-08-14,META,528.56,533.53,523.25,526.66,187346,Technology
2024-08-14,MSFT,415.19,417.69,412.565,416.655,231308,Technology
2024-08-14,NVDA,118.51,118.59,114.09,117.97,2530749,Technology
2024-08-15,AAPL,224.6,225.35,222.8,224.69,720255,Technology
2024-08-15,AMZN,174.945,177.89,174.0,177.59,1112465,Technology
