date,symbol,close,volume,sector
2022-01-18,MSFT,297.772,14767978,Technology
2022-01-18,NFLX,425.0069,9480361,Technology
2022-01-18,NVDA,208.8,2855564,Technology
2022-01-18,ORCL,88.442,2915942,Technology
2022-01-18,TSLA,248.341,8695357,Technology
2022-01-19,AAPL,151.4544,3669425,Technology
2022-01-19,AMZN,121.2493,4544253,Technology
2022-01-19,AVGO,629.534,10592193,Technology
2022-01-19,GOOGL,108.837,9501909,Technology
2022-01-19,META,331.3084,6360481,Technology
2022-01-19,MSFT,292.6968,18108666,Technology
2022-01-19,NFLX,429.5545,4950331,Technology
2022-01-19,NVDA,213.6242,6065947,Technology
2022-01-19,ORCL,88.735,4820948,Technology
2022-01-19,TSLA,249.0002,7734604,Technology
2022-01-20,AAPL,151.0275,3740894,Technology
2022-01-20,AMZN,121.6528,14577594,Technology
2022-01-20,AVGO,621.7735,8204813,Technology
2022-01-20,GOOGL,107.7256,13619986,Technology
2022-01-20,META,326.7596,11707611,Technology
2022-01-20,MSFT,300.2956,17226806,Technology
2022-01-20,NFLX,426.9017,3756877,Technology
2022-01-20,NVDA,213.6821,15371984,Technology
2022-01-20,ORCL,90.073,8917229,Technology
2022-01-20,TSLA,245.9497,2196218,Technology
2022-01-21,AAPL,152.7647,16528308,Technology
2022-01-21,AMZN,124.4186,13943510,Technology
2022-01-21,AVGO,607.1491,14578035,Technology
2022-01-21,GOOGL,108.1867,16831449,Technology
2022-01-21,META,334.4881,6470084,Technology
2022-01-21,MSFT,300.4247,11915145,Technology
2022-01-21,NFLX,433.172,11761751,Technology
2022-01-21,NVDA,221.4464,3705205,Technology
2022-01-21,ORCL,89.4135,9973646,Technology
2022-01-21,TSLA,242.7515,16314309,Technology
2022-01-24,AAPL,150.4678,15135172,Technology
2022-01-24,AMZN,124.7908,2782676,Technology
2022-01-24,AVGO,610.1228,18430994,Technology
2022-01-24,GOOGL,109.259,15337006,Technology
2022-01-24,META,329.3686,14372297,Technology
2022-01-24,MSFT,306.1202,4253065,Technology
2022-01-24,NFLX,430.6414,11876252,Technology
2022-01-24,NVDA,226.7543,8063085,Technology
2022-01-24,ORCL,89.3571,14491452,Technology
2022-01-24,TSLA,248.7989,18177391,Technology
2022-01-25,AAPL,145.0316,8813618,Technology
2022-01-25,AMZN,125.6731,16205392,Technology
2022-01-25,AVGO,601.3661,14712033,Technology
2022-01-25,GOOGL,109.4935,16778313,Technology
2022-01-25,META,327.8197,8866746,Technology
2022-01-25,MSFT,304.672,11046316,Technology
2022-01-25,NFLX,450.9776,17717980,Technology
2022-01-25,NVDA,235.1133,10554830,Technology
2022-01-25,ORCL,88.1758,6919759,Technology
2022-01-25,TSLA,243.1891,12832434,Technology
2022-01-26,AAPL,143.8791,11936731,Technology
2022-01-26,AMZN,127.2555,13123365,Technology
2022-01-26,AVGO,585.8149,15735011,Technology
2022-01-26,GOOGL,106.2375,11274854,Technology
2022-01-26,META,319.5327,7789465,Technology
2022-01-26,MSFT,309.4484,5035446,Technology
2022-01-26,NFLX,460.9156,17354545,Technology
2022-01-26,NVDA,239.1151,5775304,Technology
2022-01-26,ORCL,89.2239,15427490,Technology
2022-01-26,TSLA,240.9956,11490722,Technology
2022-01-27,AAPL,145.2962,17510724,Technology
2022-01-27,AMZN,130.2876,2150015,Technology
2022-01-27,AVGO,590.1301,15734797,Technology
2022-01-27,GOOGL,107.0193,11122314,Technology
2022-01-27,META,318.9875,17657601,Technology
2022-01-27,MSFT,311.7763,13857191,Technology
2022-01-27,NFLX,467.3308,16015967,Technology
2022-01-27,NVDA,241.4675,7433246,Technology
2022-01-27,ORCL,88.6673,9233776,Technology
2022-01-27,TSLA,244.9494,12942278,Technology
2022-01-28,AAPL,142.8964,12392338,Technology
2022-01-28,AMZN,131.3972,8995612,Technology
2022-01-28,AVGO,593.2004,4403472,Technology
2022-01-28,GOOGL,108.2222,4441696,Technology
2022-01-28,META,319.3037,3259728,Technology
2022-01-28,MSFT,311.0907,14971389,Technology
2022-01-28,NFLX,467.7413,16299677,Technology
2022-01-28,NVDA,234.2621,16474280,Technology
2022-01-28,ORCL,88.4449,16073460,Technology
2022-01-28,TSLA,248.0013,17900482,Technology
2022-01-31,AAPL,142.8024,6102168,Technology
2022-01-31,AMZN,130.8668,13881806,Technology
2022-01-31,AVGO,596.4208,16756239,Technology
2022-01-31,GOOGL,110.2443,2521066,Technology
2022-01-31,META,322.4272,4547576,Technology
2022-01-31,MSFT,305.1062,12145124,Technology
2022-01-31,NFLX,488.5168,4040673,Technology
2022-01-31,NVDA,228.5895,5601385,Technology
2022-01-31,ORCL,88.8144,10434435,Technology
2022-01-31,TSLA,249.6333,18067952,Technology
2022-02-01,AAPL,142.2934,7208983,Technology
2022-02-01,AMZN,135.2297,17557080,Technology
2022-02-01,AVGO,576.5155,15146697,Technology
2022-02-01,GOOGL,107.5479,5469742,Technology
2022-02-01,META,330.6363,5675960,Technology
2022-02-01,MSFT,300.5792,16854252,Technology
2022-02-01,NFLX,481.0068,10123248,Technology
2022-02-01,NVDA,231.3365,9241417,Technology
2022-02-01,ORCL,89.8708,17624541,Technology
2022-02-01,TSLA,247.8108,9591502,Technology
2022-02-02,AAPL,143.6434,3818025,Technology
2022-02-02,AMZN,139.8719,13689400,Technology
2022-02-02,AVGO,568.5617,3289822,Technology
2022-02-02,GOOGL,109.1151,6490824,Technology
2022-02-02,META,337.7771,16961975,Technology
2022-02-02,MSFT,301.9026,13546167,Technology
2022-02-02,NFLX,491.9607,16031675,Technology
2022-02-02,NVDA,227.5662,15741959,Technology
2022-02-02,ORCL,91.5908,7691862,Technology
2022-02-02,TSLA,248.0962,7762185,Technology
2022-02-03,AAPL,144.4261,7003524,Technology
2022-02-03,AMZN,140.4995,6161035,Technology
2022-02-03,AVGO,572.9709,10789567,Technology
2022-02-03,GOOGL,106.4496,10216076,Technology
2022-02-03,META,342.5502,18772628,Technology
2022-02-03,MSFT,302.2658,12381882,Technology
2022-02-03,NFLX,502.6866,10375350,Technology
2022-02-03,NVDA,223.8591,5250815,Technology
2022-02-03,ORCL,93.4691,18794363,Technology
2022-02-03,TSLA,242.7505,5548218,Technology
2022-02-04,AAPL,143.2378,8663257,Technology
2022-02-04,AMZN,135.7642,3792866,Technology
2022-02-04,AVGO,572.4965,5990492,Technology
2022-02-04,GOOGL,108.6571,6931594,Technology
2022-02-04,META,342.8614,15049803,Technology
2022-02-04,MSFT,298.5135,9498562,Technology
2022-02-04,NFLX,512.6612,7009410,Technology
2022-02-04,NVDA,231.6634,17528776,Technology
2022-02-04,ORCL,92.0959,17766498,Technology
2022-02-04,TSLA,245.1429,19824674,Technology
2022-02-07,AAPL,141.878,5771126,Technology
2022-02-07,AMZN,140.1281,7678207,Technology
2022-02-07,AVGO,560.6039,12953402,Technology
2022-02-07,GOOGL,107.4413,16823113,Technology
2022-02-07,META,345.5657,7606333,Technology
2022-02-07,MSFT,293.2768,13501841,Technology
2022-02-07,NFLX,522.4803,3498825,Technology
2022-02-07,NVDA,232.7753,12383179,Technology
2022-02-07,ORCL,90.9456,14171409,Technology
2022-02-07,TSLA,238.4062,9582270,Technology
2022-02-08,AAPL,141.4592,13664636,Technology
2022-02-08,AMZN,142.1487,5355512,Technology
2022-02-08,AVGO,561.8195,8117317,Technology
2022-02-08,GOOGL,105.1907,4229711,Technology
2022-02-08,META,344.7807,5175839,Technology
2022-02-08,MSFT,288.0682,7214089,Technology
2022-02-08,NFLX,524.9238,8981852,Technology
2022-02-08,NVDA,235.9841,15359744,Technology
2022-02-08,ORCL,91.0701,2156036,Technology
2022-02-08,TSLA,241.0747,7883745,Technology
2022-02-09,AAPL,146.1628,12964358,Technology
2022-02-09,AMZN,139.9952,11011714,Technology
2022-02-09,AVGO,553.4982,16818286,Technology
2022-02-09,GOOGL,105.1554,2550137,Technology
2022-02-09,META,340.0341,6481449,Technology
2022-02-09,MSFT,288.2771,19219703,Technology
2022-02-09,NFLX,516.6812,5407402,Technology
2022-02-09,NVDA,249.0981,10411315,Technology
2022-02-09,ORCL,90.638,17520486,Technology
2022-02-09,TSLA,243.7432,8891435,Technology
2022-02-10,AAPL,147.8157,4941244,Technology
2022-02-10,AMZN,134.8037,2386792,Technology
2022-02-10,AVGO,542.3911,18462548,Technology
2022-02-10,GOOGL,103.7185,5196506,Technology
2022-02-10,META,338.5668,13440867,Technology
2022-02-10,MSFT,281.687,14329835,Technology
2022-02-10,NFLX,531.0562,18396558,Technology
2022-02-10,NVDA,255.5373,13059601,Technology
2022-02-10,ORCL,92.6687,7639289,Technology
2022-02-10,TSLA,239.389,13585998,Technology
2022-02-11,AAPL,150.8394,8830197,Technology
2022-02-11,AMZN,136.2234,6453058,Technology
2022-02-11,AVGO,533.3622,13620390,Technology
2022-02-11,GOOGL,105.2553,17668653,Technology
2022-02-11,META,345.4946,6893494,Technology
2022-02-11,MSFT,282.5357,7353809,Technology
2022-02-11,NFLX,526.1642,13166155,Technology
2022-02-11,NVDA,253.0744,15844144,Technology
2022-02-11,ORCL,93.3953,18232467,Technology
2022-02-11,TSLA,237.1964,17409855,Technology
2022-02-14,AAPL,153.9345,12025095,Technology
2022-02-14,AMZN,134.2271,9081196,Technology
2022-02-14,AVGO,537.1634,5802182,Technology
2022-02-14,GOOGL,104.0402,4943245,Technology
2022-02-14,META,346.1047,19505993,Technology
2022-02-14,MSFT,283.8348,9912898,Technology
2022-02-14,NFLX,542.3362,19858213,Technology
2022-02-14,NVDA,246.6968,13281652,Technology
2022-02-14,ORCL,93.6003,5834213,Technology
2022-02-14,TSLA,250.2931,7118584,Technology
2022-02-15,AAPL,153.8165,14323056,Technology
2022-02-15,AMZN,133.903,4826094,Technology
2022-02-15,AVGO,541.6357,9837211,Technology
2022-02-15,GOOGL,103.3249,18100854,Technology
2022-02-15,META,343.5573,9168400,Technology
2022-02-15,MSFT,284.5508,10716520,Technology
2022-02-15,NFLX,539.4823,4921258,Technology
2022-02-15,NVDA,249.7311,11400852,Technology
2022-02-15,ORCL,94.233,17132213,Technology
2022-02-15,TSLA,249.3259,17149571,Technology
2022-02-16,AAPL,155.9531,6122865,Technology
2022-02-16,AMZN,132.7453,13254157,Technology
2022-02-16,AVGO,535.1414,9662803,Technology
2022-02-16,GOOGL,103.3456,7131248,Technology
2022-02-16,META,347.123,11095265,Technology
2022-02-16,MSFT,286.1326,7626484,Technology
2022-02-16,NFLX,533.3522,14411536,Technology
2022-02-16,NVDA,247.887,4708507,Technology
2022-02-16,ORCL,92.6378,12502073,Technology
2022-02-16,TSLA,238.5397,18524620,Technology
2022-02-17,AAPL,152.8868,2577804,Technology
2022-02-17,AMZN,134.5234,6251685,Technology
2022-02-17,AVGO,545.9328,7129354,Technology
2022-02-17,GOOGL,101.0131,8958182,Technology
2022-02-17,META,353.398,15228705,Technology
2022-02-17,MSFT,291.1466,14930531,Technology
2022-02-17,NFLX,543.4388,5495067,Technology
2022-02-17,NVDA,250.4077,14335519,Technology
2022-02-17,ORCL,94.5038,16908581,Technology
2022-02-17,TSLA,245.884,2704164,Technology
2022-02-18,AAPL,152.2954,5797691,Technology
2022-02-18,AMZN,137.2496,16614071,Technology
2022-02-18,AVGO,533.8978,2626879,Technology
2022-02-18,GOOGL,102.0759,19368516,Technology
2022-02-18,META,354.292,16284054,Technology
2022-02-18,MSFT,290.5472,19556734,Technology
2022-02-18,NFLX,560.2007,8324886,Technology
2022-02-18,NVDA,248.7782,7735757,Technology
2022-02-18,ORCL,92.7758,7215338,Technology
2022-02-18,TSLA,244.5257,3712156,Technology
2022-02-21,AAPL,153.922,18972374,Technology
2022-02-21,AMZN,136.9294,13264262,Technology
2022-02-21,AVGO,544.4852,19253229,Technology
2022-02-21,GOOGL,103.8157,17428001,Technology
2022-02-21,META,341.9485,2356599,Technology
2022-02-21,MSFT,283.2289,4353790,Technology
2022-02-21,NFLX,559.5898,8123253,Technology
2022-02-21,NVDA,254.5396,16943858,Technology
2022-02-21,ORCL,93.065,3826990,Technology
2022-02-21,TSLA,242.7683,16445239,Technology
2022-02-22,AAPL,155.3427,13797895,Technology
2022-02-22,AMZN,140.5245,16667455,Technology
2022-02-22,AVGO,540.1407,14282115,Technology
2022-02-22,GOOGL,102.4436,6843504,Technology
2022-02-22,META,332.6649,15659449,Technology
2022-02-22,MSFT,280.1217,7744085,Technology
2022-02-22,NFLX,546.9245,3864248,Technology
2022-02-22,NVDA,258.216,9423890,Technology
2022-02-22,ORCL,90.862,4736304,Technology
2022-02-22,TSLA,242.0275,15566461,Technology
2022-02-23,AAPL,154.1028,9121374,Technology
2022-02-23,AMZN,137.1116,2530386,Technology
2022-02-23,AVGO,542.8224,17016184,Technology
2022-02-23,GOOGL,100.6313,9371129,Technology
2022-02-23,META,341.1556,18587584,Technology
2022-02-23,MSFT,283.6602,10396506,Technology
2022-02-23,NFLX,557.8621,11223555,Technology
2022-02-23,NVDA,259.9321,16826792,Technology
2022-02-23,ORCL,89.9915,9473345,Technology
2022-02-23,TSLA,237.3193,9206198,Technology
2022-02-24,AAPL,156.242,6767842,Technology
2022-02-24,AMZN,135.3878,4730747,Technology
2022-02-24,AVGO,539.5466,14349181,Technology
2022-02-24,GOOGL,103.2736,15816309,Technology
2022-02-24,META,338.156,15079668,Technology
2022-02-24,MSFT,283.4971,3742609,Technology
2022-02-24,NFLX,560.8241,5422586,Technology
2022-02-24,NVDA,257.4647,12822180,Technology
2022-02-24,ORCL,88.5415,4849047,Technology
2022-02-24,TSLA,232.5679,13021771,Technology
2022-02-25,AAPL,155.0881,6439295,Technology
2022-02-25,AMZN,134.8105,18149155,Technology
2022-02-25,AVGO,540.5732,3825291,Technology
2022-02-25,GOOGL,103.6487,2160163,Technology
2022-02-25,META,336.1573,6631250,Technology
2022-02-25,MSFT,286.4041,7223816,Technology
2022-02-25,NFLX,554.7049,13474806,Technology
2022-02-25,NVDA,254.2078,9305586,Technology
2022-02-25,ORCL,88.262,11941781,Technology
2022-02-25,TSLA,230.8874,9079894,Technology
2022-02-28,AAPL,153.6026,12522547,Technology
2022-02-28,AMZN,134.322,8879728,Technology
2022-02-28,AVGO,550.9478,2220040,Technology
2022-02-28,GOOGL,105.5917,12820555,Technology
2022-02-28,META,329.4015,8752643,Technology
2022-02-28,MSFT,282.7048,6468865,Technology
2022-02-28,NFLX,557.4719,3204210,Technology
2022-02-28,NVDA,257.1716,6420558,Technology
2022-02-28,ORCL,85.3047,14419346,Technology
2022-02-28,TSLA,228.8586,17276101,Technology
2022-03-01,AAPL,153.0555,18160811,Technology
2022-03-01,AMZN,133.5595,19290902,Technology
2022-03-01,AVGO,539.1007,7742464,Technology
2022-03-01,GOOGL,104.4217,2152347,Technology
2022-03-01,META,331.0417,12908456,Technology
2022-03-01,MSFT,286.2262,17575535,Technology
2022-03-01,NFLX,541.333,19874400,Technology
2022-03-01,NVDA,259.7947,16890118,Technology
2022-03-01,ORCL,85.8783,18265729,Technology
2022-03-01,TSLA,222.9805,19408745,Technology
2022-03-02,AAPL,151.9232,19955676,Technology
2022-03-02,AMZN,131.1924,6093703,Technology
2022-03-02,AVGO,531.7702,10184457,Technology
2022-03-02,GOOGL,104.4157,7498274,Technology
2022-03-02,META,334.1918,10446652,Technology
2022-03-02,MSFT,288.1504,12398366,Technology
2022-03-02,NFLX,543.7327,18431889,Technology
2022-03-02,NVDA,252.8654,9850392,Technology
2022-03-02,ORCL,87.4002,4639633,Technology
2022-03-02,TSLA,226.947,13123586,Technology
2022-03-03,AAPL,152.891,11171473,Technology
2022-03-03,AMZN,129.2155,6326494,Technology
2022-03-03,AVGO,528.2221,10750508,Technology
2022-03-03,GOOGL,107.2843,19406439,Technology
2022-03-03,META,335.7788,4785040,Technology
2022-03-03,MSFT,291.1082,7628868,Technology
2022-03-03,NFLX,558.2245,10898753,Technology
2022-03-03,NVDA,254.659,13644596,Technology
2022-03-03,ORCL,87.1862,10008269,Technology
2022-03-03,TSLA,230.809,2527187,Technology
2022-03-04,AAPL,153.5346,3973684,Technology
2022-03-04,AMZN,132.6133,18375237,Technology
2022-03-04,AVGO,536.7559,15884473,Technology
2022-03-04,GOOGL,106.2673,8776558,Technology
2022-03-04,META,336.2425,11012596,Technology
2022-03-04,MSFT,291.6197,11265047,Technology
2022-03-04,NFLX,559.858,13565492,Technology
2022-03-04,NVDA,258.0751,4455751,Technology
2022-03-04,ORCL,87.2237,8857084,Technology
2022-03-04,TSLA,231.6751,3892442,Technology
2022-03-07,AAPL,153.9801,13294028,Technology
2022-03-07,AMZN,137.5688,7927125,Technology
2022-03-07,AVGO,534.8285,7453181,Technology
2022-03-07,GOOGL,104.9967,8276765,Technology
2022-03-07,META,337.2804,15056216,Technology
2022-03-07,MSFT,287.3282,10977674,Technology
2022-03-07,NFLX,550.3047,5584035,Technology
2022-03-07,NVDA,259.0523,6651143,Technology
2022-03-07,ORCL,86.6765,8828655,Technology
2022-03-07,TSLA,231.9925,7811462,Technology
2022-03-08,AAPL,154.6548,3143498,Technology
2022-03-08,AMZN,136.0878,4494377,Technology
2022-03-08,AVGO,534.4101,12865448,Technology
2022-03-08,GOOGL,105.0112,14189530,Technology
2022-03-08,META,322.7739,18925129,Technology
2022-03-08,MSFT,287.181,19014190,Technology
2022-03-08,NFLX,561.1382,2066991,Technology
2022-03-08,NVDA,262.0178,5167733,Technology
2022-03-08,ORCL,86.7939,14386186,Technology
2022-03-08,TSLA,229.6914,5063446,Technology
2022-03-09,AAPL,152.551,8869147,Technology
2022-03-09,AMZN,135.7293,11744368,Technology
2022-03-09,AVGO,546.7578,16443531,Technology
2022-03-09,GOOGL,106.8141,16837594,Technology
2022-03-09,META,323.6051,19468867,Technology
2022-03-09,MSFT,288.079,11098000,Technology
2022-03-09,NFLX,564.3661,8397586,Technology
2022-03-09,NVDA,254.2492,17345378,Technology
2022-03-09,ORCL,86.9948,16723130,Technology
2022-03-09,TSLA,224.0839,5440874,Technology
2022-03-10,AAPL,155.2553,19479410,Technology
2022-03-10,AMZN,137.2071,7561971,Technology
2022-03-10,AVGO,538.9628,10523851,Technology
2022-03-10,GOOGL,106.2572,11207246,Technology
2022-03-10,META,318.7031,13538876,Technology
2022-03-10,MSFT,290.773,8352111,Technology
2022-03-10,NFLX,588.3138,13676902,Technology
2022-03-10,NVDA,260.7382,2358357,Technology
2022-03-10,ORCL,88.2682,5273005,Technology
2022-03-10,TSLA,228.5442,18251850,Technology
2022-03-11,AAPL,155.2756,17494034,Technology
2022-03-11,AMZN,132.8431,14692454,Technology
2022-03-11,AVGO,541.7659,8031143,Technology
2022-03-11,GOOGL,106.7403,13922398,Technology
2022-03-11,META,323.806,12589562,Technology
2022-03-11,MSFT,290.3716,2909727,Technology
2022-03-11,NFLX,586.7551,9479606,Technology
2022-03-11,NVDA,259.4542,17472512,Technology
2022-03-11,ORCL,87.6954,18091784,Technology
2022-03-11,TSLA,225.4544,19812170,Technology
2022-03-14,AAPL,158.8241,14270786,Technology
2022-03-14,AMZN,131.6924,19922344,Technology
2022-03-14,AVGO,533.9498,16138905,Technology
2022-03-14,GOOGL,107.6352,13652158,Technology
2022-03-14,META,322.4321,18588858,Technology
2022-03-14,MSFT,282.7115,13776680,Technology
2022-03-14,NFLX,601.6953,17516123,Technology
2022-03-14,NVDA,266.3537,17609092,Technology
2022-03-14,ORCL,90.2162,12202094,Technology
2022-03-14,TSLA,235.9069,6674378,Technology
2022-03-15,AAPL,159.1675,11665465,Technology
2022-03-15,AMZN,131.5652,19563984,Technology
2022-03-15,AVGO,532.4132,19653221,Technology
2022-03-15,GOOGL,106.3705,12962901,Technology
2022-03-15,META,323.4476,8926868,Technology
2022-03-15,MSFT,283.0967,10470563,Technology
2022-03-15,NFLX,577.6511,3534054,Technology
2022-03-15,NVDA,270.5675,18210347,Technology
2022-03-15,ORCL,89.7479,17940869,Technology
2022-03-15,TSLA,231.2031,16128992,Technology
2022-03-16,AAPL,158.9184,4007939,Technology
2022-03-16,AMZN,134.8015,18508018,Technology
2022-03-16,AVGO,524.4404,14144940,Technology
2022-03-16,GOOGL,106.1788,3149066,Technology
2022-03-16,META,319.828,9853363,Technology
2022-03-16,MSFT,276.2936,9756699,Technology
2022-03-16,NFLX,585.7076,12105421,Technology
2022-03-16,NVDA,266.065,13833750,Technology
2022-03-16,ORCL,92.006,3240019,Technology
2022-03-16,TSLA,242.027,3350759,Technology
2022-03-17,AAPL,162.1725,9825774,Technology
2022-03-17,AMZN,139.069,7714931,Technology
2022-03-17,AVGO,523.0429,4706969,Technology
2022-03-17,GOOGL,106.9427,19790497,Technology
2022-03-17,META,318.3079,6594651,Technology
2022-03-17,MSFT,274.841,17884203,Technology
2022-03-17,NFLX,574.2428,4096890,Technology
2022-03-17,NVDA,269.3467,3625513,Technology
2022-03-17,ORCL,91.8482,4428981,Technology
2022-03-17,TSLA,251.5093,7927921,Technology
2022-03-18,AAPL,156.8675,17765352,Technology
2022-03-18,AMZN,133.7343,4130971,Technology
2022-03-18,AVGO,513.1183,12622754,Technology
2022-03-18,GOOGL,104.9562,6700644,Technology
2022-03-18,META,326.66,11172950,Technology
2022-03-18,MSFT,274.1234,8586872,Technology
2022-03-18,NFLX,582.5261,19930442,Technology
2022-03-18,NVDA,278.4734,4530082,Technology
2022-03-18,ORCL,91.5252,4690747,Technology
2022-03-18,TSLA,242.8483,6858416,Technology
2022-03-21,AAPL,158.5152,6741002,Technology
2022-03-21,AMZN,131.835,7716756,Technology
2022-03-21,AVGO,529.7026,5557034,Technology
2022-03-21,GOOGL,102.5735,14799687,Technology
2022-03-21,META,321.5821,10795193,Technology
2022-03-21,MSFT,268.2662,9210469,Technology
2022-03-21,NFLX,592.0999,15066266,Technology
2022-03-21,NVDA,275.2585,4014782,Technology
2022-03-21,ORCL,92.5881,19872142,Technology
2022-03-21,TSLA,235.6935,5066095,Technology
2022-03-22,AAPL,157.2101,18427301,Technology
2022-03-22,AMZN,134.515,15777830,Technology
2022-03-22,AVGO,535.1984,10189808,Technology
2022-03-22,GOOGL,103.6205,4698727,Technology
2022-03-22,META,318.1062,13716314,Technology
2022-03-22,MSFT,266.3257,11958012,Technology
